OrderID,Product,Category,Sales,Quantity,City,OutletSize,Rating,FatContent,Month
988,Curd,Dairy,288,8,Lucknow,Large,3.6,Low Fat,Nov
989,Mango,Fruits,105,10,Pune,Large,3.6,Low Fat,Aug
990,Bread,Bakery,224,1,Pune,Large,4.1,Low Fat,Nov
991,Sugar,Grocery,303,6,Chennai,Small,4.7,Low Fat,Apr
992,Coffee,Grocery,997,6,Delhi,Large,3.6,Regular,Apr
993,Potato,Vegetables,691,6,Chennai,Medium,3.6,Regular,Jul
994,Oil,Grocery,588,1,Pune,Large,3.8,Low Fat,Jun
995,Orange,Fruits,789,4,Bhopal,Medium,4.2,Low Fat,Nov
996,Potato,Vegetables,198,6,Bhopal,Small,4.8,Regular,Dec
997,Shampoo,Personal Care,940,9,Jaipur,Large,4.0,Regular,May
998,Sugar,Grocery,993,4,Indore,Small,3.9,Low Fat,Jun
999,Banana,Fruits,387,9,Chennai,Large,3.9,Regular,Jun
1000,Paneer,Dairy,294,5,Hyderabad,Small,4.5,Low Fat,Feb
1001,Curd,Dairy,464,5,Indore,Large,4.6,Regular,Sep
1002,Cheese,Dairy,702,1,Indore,Large,4.2,Regular,Dec
1003,Rice,Grocery,58,6,Bhopal,Large,4.5,Low Fat,Mar
1004,Tea,Grocery,175,3,Bangalore,Large,4.9,Low Fat,Nov
1005,Soap,Personal Care,335,3,Jaipur,Small,4.6,Low Fat,Sep
1006,Milk,Dairy,559,6,Delhi,Medium,4.2,Low Fat,Sep
1007,Potato,Vegetables,315,3,Bangalore,Small,4.1,Regular,Aug
1008,Orange,Fruits,261,10,Jaipur,Large,5.0,Low Fat,Aug
1009,Milk,Dairy,312,9,Bangalore,Small,4.8,Regular,Aug
1010,Orange,Fruits,484,2,Delhi,Large,4.7,Regular,Jul
1011,Coffee,Grocery,851,6,Delhi,Small,3.6,Regular,Aug
1012,Rice,Grocery,614,7,Jaipur,Small,4.9,Low Fat,Sep
1013,Sugar,Grocery,213,10,Pune,Large,4.2,Regular,Sep
1014,Rice,Grocery,841,1,Lucknow,Large,4.8,Regular,May
1015,Cheese,Dairy,985,6,Jaipur,Small,4.8,Low Fat,Jun
1016,Tea,Grocery,214,7,Delhi,Large,4.3,Low Fat,Jul
1017,Cheese,Dairy,275,10,Chennai,Medium,4.7,Regular,Jun
1018,Salt,Grocery,216,9,Delhi,Large,4.1,Regular,Jul
1019,Tea,Grocery,528,6,Lucknow,Medium,4.6,Regular,Sep
1020,Paneer,Dairy,823,7,Jaipur,Large,4.7,Low Fat,Aug
1021,Onion,Vegetables,509,5,Chennai,Medium,4.1,Low Fat,Jan
1022,Tea,Grocery,331,9,Jaipur,Large,4.8,Regular,Oct
1023,Tomato,Vegetables,450,5,Chennai,Small,4.9,Low Fat,Oct
1024,Apple,Fruits,841,1,Bhopal,Large,4.8,Low Fat,Sep
1025,Oil,Grocery,419,7,Jaipur,Medium,4.3,Regular,Sep
1026,Bread,Bakery,164,6,Hyderabad,Medium,4.2,Low Fat,Dec
1027,Biscuits,Bakery,610,3,Bhopal,Small,3.9,Regular,Jul
1028,Curd,Dairy,807,3,Jaipur,Small,4.4,Low Fat,Aug
1029,Coffee,Grocery,380,6,Delhi,Small,4.2,Regular,May
1030,Biscuits,Bakery,389,3,Pune,Small,5.0,Low Fat,Aug
1031,Oil,Grocery,108,5,Pune,Medium,4.0,Low Fat,Jun
1032,Tomato,Vegetables,746,4,Chennai,Medium,3.9,Low Fat,Sep
1033,Curd,Dairy,524,2,Lucknow,Medium,3.7,Low Fat,Nov
1034,Banana,Fruits,392,7,Bhopal,Medium,4.5,Regular,Oct
1035,Milk,Dairy,461,6,Indore,Small,4.7,Low Fat,Dec
1036,Tomato,Vegetables,931,3,Bhopal,Medium,3.6,Low Fat,Dec
1037,Curd,Dairy,523,4,Delhi,Large,4.4,Regular,Feb
1038,Sugar,Grocery,391,5,Mumbai,Medium,3.9,Regular,Mar
1039,Butter,Dairy,635,6,Hyderabad,Medium,4.6,Low Fat,Aug
1040,Tea,Grocery,291,3,Jaipur,Large,4.2,Regular,May
1041,Soap,Personal Care,629,2,Bangalore,Large,4.4,Regular,May
1042,Eggs,Protein,168,8,Lucknow,Small,4.5,Low Fat,Jun
1043,Butter,Dairy,789,4,Indore,Large,4.9,Low Fat,Feb
1044,Biscuits,Bakery,413,3,Indore,Small,4.0,Low Fat,Dec
1045,Butter,Dairy,354,4,Delhi,Large,4.0,Regular,Jul
1046,Rice,Grocery,269,8,Indore,Large,4.6,Low Fat,Oct
1047,Curd,Dairy,847,9,Pune,Medium,4.0,Low Fat,Jun
1048,Milk,Dairy,888,8,Bhopal,Large,4.3,Low Fat,Aug
1049,Tea,Grocery,736,2,Chennai,Medium,3.9,Low Fat,Dec
1050,Salt,Grocery,463,9,Chennai,Large,4.8,Low Fat,Mar
1051,Potato,Vegetables,681,2,Bangalore,Small,4.9,Low Fat,Apr
1052,Potato,Vegetables,760,4,Jaipur,Medium,3.9,Low Fat,Feb
1053,Paneer,Dairy,263,6,Pune,Large,4.8,Low Fat,Aug
1054,Eggs,Protein,386,1,Indore,Medium,4.3,Low Fat,Dec
1055,Apple,Fruits,954,2,Pune,Small,5.0,Regular,Dec
1056,Cheese,Dairy,289,6,Hyderabad,Small,4.9,Low Fat,Jul
1057,Oil,Grocery,824,7,Bangalore,Large,4.5,Low Fat,Oct
1058,Sugar,Grocery,368,1,Delhi,Small,3.6,Regular,Jan
1059,Banana,Fruits,992,5,Lucknow,Medium,4.3,Regular,Apr
1060,Biscuits,Bakery,801,5,Mumbai,Medium,4.9,Regular,Aug
1061,Carrot,Vegetables,520,1,Hyderabad,Small,4.0,Low Fat,Oct
1062,Soap,Personal Care,473,4,Chennai,Medium,4.3,Low Fat,Sep
1063,Coffee,Grocery,703,7,Bhopal,Medium,4.4,Low Fat,Apr
1064,Tea,Grocery,325,10,Pune,Small,4.3,Regular,Apr
1065,Eggs,Protein,153,8,Hyderabad,Medium,4.1,Regular,May
1066,Coffee,Grocery,578,3,Lucknow,Medium,4.2,Low Fat,Mar
1067,Milk,Dairy,518,6,Pune,Medium,4.8,Low Fat,Nov
1068,Oil,Grocery,957,8,Indore,Small,4.2,Regular,Aug
1069,Biscuits,Bakery,933,4,Lucknow,Large,4.8,Low Fat,Jun
1070,Soap,Personal Care,145,4,Bhopal,Medium,4.7,Low Fat,Dec
1071,Orange,Fruits,840,2,Mumbai,Medium,4.6,Low Fat,Jun
1072,Biscuits,Bakery,829,6,Hyderabad,Small,4.3,Low Fat,Jun
1073,Milk,Dairy,783,6,Pune,Medium,4.4,Low Fat,Apr
1074,Tomato,Vegetables,207,10,Mumbai,Medium,4.2,Regular,May
1075,Eggs,Protein,706,8,Hyderabad,Small,4.8,Regular,Jun
1076,Rice,Grocery,656,2,Jaipur,Medium,4.0,Low Fat,Sep
1077,Butter,Dairy,346,6,Lucknow,Medium,3.8,Low Fat,Aug
1078,Curd,Dairy,656,9,Lucknow,Large,4.9,Regular,Apr
1079,Oil,Grocery,215,6,Pune,Medium,4.5,Regular,Jan
1080,Soap,Personal Care,71,4,Lucknow,Small,4.0,Low Fat,Aug
1081,Biscuits,Bakery,705,10,Bangalore,Large,3.8,Low Fat,Mar
1082,Shampoo,Personal Care,472,9,Chennai,Medium,3.7,Regular,Aug
1083,Tomato,Vegetables,884,3,Hyderabad,Small,3.6,Low Fat,Jul
1084,Orange,Fruits,179,7,Indore,Large,4.8,Low Fat,Nov
1085,Oil,Grocery,795,9,Mumbai,Medium,3.5,Regular,Aug
1086,Sugar,Grocery,544,6,Jaipur,Medium,4.0,Regular,Feb
1087,Paneer,Dairy,317,2,Jaipur,Small,4.7,Low Fat,Jul
1088,Mango,Fruits,528,1,Hyderabad,Medium,3.6,Low Fat,Dec
1089,Potato,Vegetables,517,1,Bangalore,Small,3.5,Low Fat,Aug
1090,Tea,Grocery,484,9,Lucknow,Medium,4.6,Regular,May
1091,Butter,Dairy,517,1,Mumbai,Large,3.9,Regular,Jul
1092,Eggs,Protein,938,5,Bangalore,Medium,4.5,Regular,Apr
1093,Carrot,Vegetables,904,1,Bangalore,Small,4.0,Low Fat,Oct
1094,Tea,Grocery,844,6,Indore,Small,4.3,Regular,May
1095,Cheese,Dairy,444,7,Bangalore,Medium,4.3,Low Fat,Feb
1096,Paneer,Dairy,896,9,Bangalore,Medium,3.6,Regular,May
1097,Banana,Fruits,302,1,Jaipur,Medium,4.2,Regular,Nov
1098,Tea,Grocery,567,2,Pune,Large,4.7,Low Fat,Sep
1099,Bread,Bakery,655,10,Bhopal,Small,4.7,Low Fat,Feb
1100,Curd,Dairy,827,3,Chennai,Large,4.9,Low Fat,Feb
1101,Biscuits,Bakery,780,4,Jaipur,Small,3.7,Low Fat,May
1102,Salt,Grocery,157,2,Hyderabad,Medium,4.7,Low Fat,Dec
1103,Coffee,Grocery,105,10,Lucknow,Medium,4.1,Regular,Jan
1104,Mango,Fruits,333,2,Pune,Large,4.6,Low Fat,May
1105,Biscuits,Bakery,716,1,Pune,Medium,5.0,Low Fat,Nov
1106,Oil,Grocery,623,8,Bangalore,Large,3.5,Low Fat,Nov
1107,Rice,Grocery,602,3,Chennai,Small,4.8,Regular,Aug
1108,Mango,Fruits,826,4,Hyderabad,Small,3.6,Low Fat,Dec
1109,Carrot,Vegetables,572,8,Delhi,Medium,4.6,Low Fat,Nov
1110,Coffee,Grocery,361,4,Indore,Medium,4.3,Regular,Nov
1111,Bread,Bakery,288,10,Chennai,Small,4.1,Regular,Aug
1112,Biscuits,Bakery,56,9,Mumbai,Large,4.9,Regular,Jan
1113,Orange,Fruits,490,10,Indore,Large,4.4,Regular,Jun
1114,Tea,Grocery,645,9,Delhi,Medium,3.6,Regular,Nov
1115,Juice,Beverages,303,6,Lucknow,Large,3.8,Low Fat,Jan
1116,Curd,Dairy,455,4,Mumbai,Medium,5.0,Low Fat,Aug
1117,Oil,Grocery,812,2,Mumbai,Small,4.6,Regular,Oct
1118,Cheese,Dairy,840,8,Jaipur,Small,4.7,Low Fat,Dec
1119,Orange,Fruits,854,6,Pune,Small,4.4,Low Fat,Mar
1120,Onion,Vegetables,259,8,Chennai,Small,4.7,Low Fat,Mar
1121,Curd,Dairy,113,7,Bhopal,Medium,4.6,Low Fat,Jun
1122,Orange,Fruits,554,10,Delhi,Small,3.8,Regular,Aug
1123,Onion,Vegetables,136,8,Delhi,Medium,3.7,Regular,Jun
1124,Coffee,Grocery,745,7,Delhi,Small,4.4,Low Fat,Jun
1125,Carrot,Vegetables,558,1,Hyderabad,Medium,4.4,Low Fat,Jul
1126,Tomato,Vegetables,619,1,Bhopal,Small,4.6,Regular,Apr
1127,Shampoo,Personal Care,580,8,Chennai,Small,3.6,Low Fat,Dec
1128,Coffee,Grocery,453,4,Lucknow,Large,4.3,Regular,Jul
1129,Bread,Bakery,476,5,Mumbai,Medium,3.7,Regular,Jan
1130,Tomato,Vegetables,390,9,Chennai,Medium,3.6,Low Fat,Aug
1131,Salt,Grocery,462,3,Bhopal,Large,4.5,Regular,Mar
1132,Bread,Bakery,768,4,Mumbai,Small,4.8,Low Fat,Aug
1133,Banana,Fruits,421,9,Chennai,Medium,3.7,Regular,Apr
1134,Paneer,Dairy,581,5,Indore,Small,4.7,Low Fat,Sep
1135,Bread,Bakery,820,3,Chennai,Small,3.5,Regular,Jan
1136,Tomato,Vegetables,828,2,Hyderabad,Medium,3.9,Regular,Jan
1137,Tomato,Vegetables,527,1,Indore,Medium,4.4,Regular,Jul
1138,Tomato,Vegetables,479,1,Pune,Small,4.4,Regular,Oct
1139,Oil,Grocery,528,3,Lucknow,Small,4.4,Regular,Nov
1140,Milk,Dairy,923,10,Lucknow,Medium,4.9,Regular,Aug
1141,Potato,Vegetables,830,6,Jaipur,Small,4.0,Regular,Nov
1142,Cheese,Dairy,582,5,Indore,Large,4.8,Regular,May
1143,Orange,Fruits,503,1,Jaipur,Large,3.8,Low Fat,Jun
1144,Soap,Personal Care,238,2,Hyderabad,Medium,4.9,Regular,Mar
1145,Oil,Grocery,696,7,Lucknow,Medium,3.9,Low Fat,Oct
1146,Banana,Fruits,955,9,Chennai,Small,3.8,Low Fat,Aug
1147,Paneer,Dairy,612,3,Bhopal,Small,4.5,Regular,Aug
1148,Salt,Grocery,908,5,Indore,Medium,3.8,Regular,Apr
1149,Curd,Dairy,925,7,Lucknow,Small,4.9,Regular,Oct
1150,Carrot,Vegetables,160,8,Mumbai,Small,4.4,Low Fat,Jun
1151,Sugar,Grocery,580,3,Indore,Large,4.8,Regular,Oct
1152,Cheese,Dairy,392,7,Indore,Small,5.0,Low Fat,Dec
1153,Tomato,Vegetables,497,1,Chennai,Small,4.9,Regular,May
1154,Curd,Dairy,901,3,Lucknow,Small,3.5,Low Fat,Jun
1155,Sugar,Grocery,230,2,Pune,Medium,4.3,Regular,Jun
1156,Banana,Fruits,71,1,Chennai,Medium,4.5,Regular,Oct
1157,Mango,Fruits,674,4,Hyderabad,Medium,4.5,Regular,Oct
1158,Bread,Bakery,208,3,Bangalore,Large,3.5,Low Fat,Mar
1159,Curd,Dairy,245,1,Indore,Small,4.3,Regular,Jan
1160,Tomato,Vegetables,958,9,Bhopal,Medium,4.1,Regular,Nov
1161,Paneer,Dairy,844,1,Jaipur,Large,4.6,Regular,Apr
1162,Eggs,Protein,852,4,Delhi,Small,4.3,Low Fat,Oct
1163,Soap,Personal Care,974,5,Chennai,Medium,4.9,Regular,Apr
1164,Paneer,Dairy,150,7,Indore,Medium,3.8,Low Fat,Feb
1165,Paneer,Dairy,668,5,Lucknow,Small,4.7,Low Fat,Jul
1166,Banana,Fruits,265,9,Indore,Small,3.5,Low Fat,Jul
1167,Butter,Dairy,854,4,Indore,Small,4.6,Low Fat,Jan
1168,Onion,Vegetables,104,4,Delhi,Large,3.5,Regular,Sep
1169,Sugar,Grocery,255,4,Pune,Large,4.0,Regular,Sep
1170,Tea,Grocery,527,3,Indore,Medium,3.8,Regular,Mar
1171,Carrot,Vegetables,471,8,Lucknow,Large,3.6,Low Fat,Dec
1172,Juice,Beverages,868,10,Delhi,Large,4.8,Low Fat,Oct
1173,Salt,Grocery,73,5,Chennai,Large,4.0,Low Fat,Jan
1174,Salt,Grocery,896,4,Jaipur,Large,4.1,Regular,Jul
1175,Cheese,Dairy,839,9,Mumbai,Medium,4.4,Low Fat,Dec
1176,Curd,Dairy,638,4,Bhopal,Large,4.9,Regular,May
1177,Butter,Dairy,697,6,Pune,Small,3.6,Low Fat,Dec
1178,Tea,Grocery,811,1,Delhi,Small,3.9,Regular,Jan
1179,Banana,Fruits,390,2,Lucknow,Medium,4.3,Low Fat,Oct
1180,Sugar,Grocery,534,8,Delhi,Small,3.5,Regular,Jun
1181,Potato,Vegetables,641,4,Delhi,Small,4.3,Low Fat,Apr
1182,Sugar,Grocery,918,8,Lucknow,Large,4.3,Regular,Oct
1183,Salt,Grocery,415,6,Delhi,Large,4.6,Regular,Jun
1184,Coffee,Grocery,110,4,Delhi,Medium,4.6,Regular,Jul
1185,Sugar,Grocery,642,6,Delhi,Large,4.2,Low Fat,Jan
1186,Milk,Dairy,839,3,Jaipur,Medium,5.0,Regular,Sep
1187,Rice,Grocery,887,5,Chennai,Small,4.5,Regular,Nov
1188,Cheese,Dairy,60,5,Lucknow,Large,4.1,Low Fat,Aug
1189,Eggs,Protein,151,2,Mumbai,Medium,3.6,Low Fat,Jan
1190,Paneer,Dairy,354,5,Lucknow,Small,4.5,Low Fat,Aug
1191,Rice,Grocery,239,6,Delhi,Large,3.9,Low Fat,Dec
1192,Mango,Fruits,740,7,Delhi,Small,3.9,Low Fat,Jan
1193,Eggs,Protein,674,8,Indore,Small,5.0,Low Fat,Jul
1194,Tomato,Vegetables,84,1,Bhopal,Large,5.0,Low Fat,Apr
1195,Tomato,Vegetables,660,2,Delhi,Large,3.8,Low Fat,Jun
1196,Curd,Dairy,376,5,Chennai,Medium,4.7,Low Fat,Dec
1197,Bread,Bakery,251,2,Bhopal,Large,3.7,Low Fat,Oct
1198,Curd,Dairy,827,2,Indore,Small,4.2,Regular,Oct
1199,Coffee,Grocery,881,10,Bangalore,Small,4.6,Low Fat,Jan
1200,Salt,Grocery,779,7,Hyderabad,Large,4.0,Regular,Mar
1201,Juice,Beverages,502,2,Lucknow,Medium,4.6,Low Fat,Oct
1202,Oil,Grocery,315,4,Lucknow,Large,4.8,Regular,Oct
1203,Salt,Grocery,457,2,Indore,Small,4.9,Low Fat,Feb
1204,Butter,Dairy,758,9,Delhi,Small,4.9,Regular,Nov
1205,Biscuits,Bakery,119,9,Chennai,Medium,3.8,Low Fat,Sep
1206,Coffee,Grocery,487,8,Bhopal,Large,4.0,Regular,Mar
1207,Onion,Vegetables,87,2,Chennai,Medium,4.0,Regular,Mar
1208,Banana,Fruits,277,3,Bangalore,Small,3.8,Regular,Sep
1209,Eggs,Protein,387,5,Delhi,Small,4.4,Low Fat,Oct
1210,Banana,Fruits,220,5,Chennai,Large,3.9,Low Fat,Jun
1211,Oil,Grocery,194,3,Chennai,Medium,3.5,Regular,Jan
1212,Oil,Grocery,960,1,Indore,Large,4.1,Low Fat,Nov
1213,Sugar,Grocery,306,9,Mumbai,Small,4.9,Regular,Jul
1214,Cheese,Dairy,734,5,Jaipur,Medium,4.2,Low Fat,Feb
1215,Carrot,Vegetables,469,10,Chennai,Small,4.4,Regular,May
1216,Biscuits,Bakery,127,10,Hyderabad,Small,4.6,Low Fat,Apr
1217,Cheese,Dairy,856,9,Lucknow,Medium,4.1,Low Fat,Mar
1218,Biscuits,Bakery,306,10,Indore,Large,4.1,Regular,Aug
1219,Biscuits,Bakery,462,7,Mumbai,Medium,4.2,Regular,Apr
1220,Carrot,Vegetables,996,10,Bhopal,Large,4.3,Low Fat,Oct
1221,Biscuits,Bakery,551,3,Pune,Small,4.1,Regular,May
1222,Biscuits,Bakery,314,3,Lucknow,Medium,4.2,Low Fat,Jan
1223,Potato,Vegetables,291,1,Jaipur,Large,4.8,Low Fat,Nov
1224,Milk,Dairy,164,3,Bhopal,Medium,4.8,Low Fat,Jun
1225,Tea,Grocery,919,2,Hyderabad,Large,3.5,Low Fat,Jan
1226,Cheese,Dairy,336,10,Indore,Medium,4.3,Regular,Jul
1227,Salt,Grocery,622,10,Delhi,Large,4.6,Regular,Jul
1228,Apple,Fruits,397,9,Pune,Small,4.1,Regular,Nov
1229,Milk,Dairy,794,5,Lucknow,Large,4.2,Low Fat,May
1230,Shampoo,Personal Care,101,7,Mumbai,Large,3.9,Regular,Apr
1231,Banana,Fruits,897,5,Jaipur,Small,3.9,Regular,Apr
1232,Coffee,Grocery,375,2,Bangalore,Large,3.9,Low Fat,Sep
1233,Tomato,Vegetables,224,1,Delhi,Medium,3.8,Low Fat,Sep
1234,Eggs,Protein,449,3,Mumbai,Medium,4.7,Low Fat,Dec
1235,Cheese,Dairy,523,8,Hyderabad,Medium,4.2,Low Fat,Sep
1236,Salt,Grocery,753,1,Bangalore,Small,3.5,Low Fat,Apr
1237,Shampoo,Personal Care,754,7,Mumbai,Medium,3.8,Low Fat,May
1238,Tea,Grocery,617,8,Chennai,Large,4.2,Regular,May
1239,Mango,Fruits,308,4,Jaipur,Medium,4.5,Regular,Jul
1240,Eggs,Protein,350,5,Lucknow,Small,3.6,Regular,Oct
1241,Curd,Dairy,700,2,Indore,Medium,3.6,Low Fat,Feb
1242,Oil,Grocery,709,3,Hyderabad,Large,4.9,Low Fat,May
1243,Carrot,Vegetables,340,2,Mumbai,Large,4.3,Low Fat,Jun
1244,Salt,Grocery,500,6,Mumbai,Small,3.5,Regular,Nov
1245,Rice,Grocery,480,3,Bhopal,Medium,4.7,Low Fat,Oct
1246,Juice,Beverages,650,1,Delhi,Medium,4.4,Low Fat,Jul
1247,Butter,Dairy,517,3,Chennai,Small,4.7,Regular,Oct
1248,Milk,Dairy,890,7,Lucknow,Large,4.5,Low Fat,Nov
1249,Mango,Fruits,131,6,Delhi,Small,4.5,Low Fat,Jul
1250,Carrot,Vegetables,207,3,Pune,Medium,4.8,Low Fat,Nov
1251,Mango,Fruits,358,9,Lucknow,Small,4.2,Regular,Aug
1252,Sugar,Grocery,262,9,Chennai,Small,4.1,Low Fat,Oct
1253,Curd,Dairy,985,4,Pune,Medium,3.7,Regular,May
1254,Shampoo,Personal Care,418,1,Lucknow,Large,3.5,Low Fat,Feb
1255,Tomato,Vegetables,232,5,Pune,Large,4.0,Low Fat,Sep
1256,Biscuits,Bakery,920,3,Jaipur,Large,4.4,Low Fat,Mar
1257,Orange,Fruits,245,9,Hyderabad,Medium,3.8,Low Fat,May
1258,Rice,Grocery,508,6,Pune,Small,4.4,Low Fat,Jul
1259,Tea,Grocery,456,3,Hyderabad,Medium,3.9,Low Fat,Oct
1260,Paneer,Dairy,372,6,Pune,Small,3.6,Regular,Jun
1261,Mango,Fruits,735,10,Bangalore,Large,4.3,Low Fat,May
1262,Cheese,Dairy,572,10,Lucknow,Medium,4.3,Low Fat,Nov
1263,Mango,Fruits,822,10,Indore,Medium,4.6,Regular,Oct
1264,Carrot,Vegetables,884,10,Jaipur,Large,4.0,Low Fat,May
1265,Soap,Personal Care,700,7,Delhi,Medium,4.5,Regular,Jul
1266,Shampoo,Personal Care,887,1,Chennai,Medium,4.3,Regular,Feb
1267,Soap,Personal Care,249,7,Indore,Large,4.1,Regular,Aug
1268,Apple,Fruits,848,7,Bhopal,Large,4.5,Regular,Aug
1269,Orange,Fruits,863,7,Mumbai,Small,3.8,Low Fat,Oct
1270,Biscuits,Bakery,128,8,Bhopal,Medium,3.7,Low Fat,Oct
1271,Rice,Grocery,195,7,Pune,Medium,4.9,Regular,Nov
1272,Tea,Grocery,724,1,Jaipur,Small,3.9,Regular,Aug
1273,Oil,Grocery,912,4,Hyderabad,Large,4.5,Regular,Mar
1274,Shampoo,Personal Care,246,9,Indore,Medium,4.3,Low Fat,Mar
1275,Salt,Grocery,173,5,Indore,Medium,5.0,Regular,Aug
1276,Mango,Fruits,964,1,Jaipur,Small,4.6,Regular,Jan
1277,Soap,Personal Care,441,3,Mumbai,Large,3.8,Low Fat,Jun
1278,Tomato,Vegetables,366,5,Mumbai,Medium,4.3,Regular,Jun
1279,Cheese,Dairy,732,3,Mumbai,Medium,4.1,Low Fat,May
1280,Orange,Fruits,91,8,Hyderabad,Medium,4.3,Regular,Sep
1281,Rice,Grocery,71,2,Pune,Medium,3.7,Regular,Aug
1282,Shampoo,Personal Care,645,10,Pune,Small,4.7,Low Fat,Aug
1283,Salt,Grocery,124,8,Chennai,Small,3.6,Regular,Aug
1284,Banana,Fruits,395,2,Lucknow,Large,4.2,Low Fat,Sep
1285,Cheese,Dairy,538,9,Hyderabad,Large,4.6,Low Fat,Oct
1286,Biscuits,Bakery,817,4,Mumbai,Small,4.8,Low Fat,May
1287,Bread,Bakery,939,4,Jaipur,Medium,3.9,Low Fat,May
1288,Rice,Grocery,284,4,Lucknow,Medium,4.6,Regular,Jun
1289,Paneer,Dairy,368,2,Bangalore,Medium,4.7,Low Fat,Jul
1290,Banana,Fruits,825,7,Delhi,Medium,3.6,Low Fat,Nov
1291,Milk,Dairy,844,10,Delhi,Medium,4.5,Regular,Apr
1292,Soap,Personal Care,668,2,Pune,Large,4.0,Low Fat,Jun
1293,Coffee,Grocery,139,4,Bhopal,Medium,3.6,Low Fat,Mar
1294,Biscuits,Bakery,69,1,Bangalore,Large,4.6,Low Fat,Aug
1295,Rice,Grocery,687,5,Indore,Small,4.2,Low Fat,Aug
1296,Soap,Personal Care,146,5,Bangalore,Large,4.6,Regular,Jan
1297,Potato,Vegetables,114,2,Jaipur,Small,4.5,Regular,Dec
1298,Oil,Grocery,838,4,Bangalore,Medium,4.4,Regular,Aug
1299,Butter,Dairy,79,6,Delhi,Medium,3.8,Regular,Apr
1300,Salt,Grocery,412,8,Indore,Medium,3.6,Low Fat,Jan
1301,Apple,Fruits,542,8,Chennai,Large,5.0,Low Fat,May
1302,Potato,Vegetables,737,7,Lucknow,Small,3.7,Regular,Apr
1303,Soap,Personal Care,201,8,Bangalore,Small,4.4,Regular,Aug
1304,Tomato,Vegetables,902,5,Mumbai,Large,4.8,Low Fat,Jul
1305,Shampoo,Personal Care,256,2,Indore,Medium,4.5,Low Fat,Oct
1306,Paneer,Dairy,884,9,Delhi,Medium,4.1,Low Fat,Sep
1307,Sugar,Grocery,255,9,Bangalore,Medium,4.0,Low Fat,May
1308,Onion,Vegetables,118,7,Jaipur,Large,4.3,Low Fat,Sep
1309,Sugar,Grocery,632,8,Bhopal,Small,4.1,Regular,Oct
1310,Coffee,Grocery,173,5,Indore,Medium,4.4,Regular,Jan
1311,Curd,Dairy,447,6,Bhopal,Small,4.6,Low Fat,Jun
1312,Orange,Fruits,926,3,Lucknow,Small,3.7,Regular,Aug
1313,Soap,Personal Care,512,10,Bhopal,Large,4.8,Low Fat,Sep
1314,Bread,Bakery,382,10,Delhi,Large,4.4,Low Fat,Jun
1315,Butter,Dairy,677,3,Bangalore,Medium,3.7,Low Fat,Jun
1316,Soap,Personal Care,369,8,Mumbai,Medium,4.0,Low Fat,Jun
1317,Tea,Grocery,97,4,Lucknow,Medium,4.3,Regular,Feb
1318,Sugar,Grocery,71,8,Lucknow,Small,3.8,Low Fat,Apr
1319,Bread,Bakery,941,2,Bhopal,Large,3.9,Low Fat,Feb
1320,Tomato,Vegetables,505,4,Jaipur,Medium,4.2,Low Fat,Jan
1321,Milk,Dairy,355,4,Chennai,Small,4.8,Low Fat,May
1322,Milk,Dairy,372,3,Indore,Large,4.1,Low Fat,Jan
1323,Bread,Bakery,191,7,Bangalore,Large,3.9,Regular,Jul
1324,Banana,Fruits,374,8,Chennai,Small,4.0,Low Fat,Jun
1325,Apple,Fruits,766,8,Pune,Small,4.2,Regular,Nov
1326,Bread,Bakery,223,3,Bangalore,Large,3.9,Low Fat,Apr
1327,Cheese,Dairy,805,7,Chennai,Small,3.7,Low Fat,Nov
1328,Potato,Vegetables,864,6,Jaipur,Small,4.6,Low Fat,Jun
1329,Eggs,Protein,463,6,Bangalore,Medium,4.4,Low Fat,Jan
1330,Orange,Fruits,79,1,Lucknow,Medium,3.6,Low Fat,Nov
1331,Orange,Fruits,812,1,Jaipur,Medium,4.2,Regular,Jul
1332,Banana,Fruits,416,2,Pune,Medium,4.8,Regular,Dec
1333,Oil,Grocery,944,3,Mumbai,Large,4.0,Regular,Mar
1334,Tea,Grocery,576,8,Delhi,Small,5.0,Low Fat,Apr
1335,Soap,Personal Care,589,1,Lucknow,Medium,4.2,Regular,Jul
1336,Paneer,Dairy,463,1,Lucknow,Small,4.8,Low Fat,Oct
1337,Apple,Fruits,679,4,Delhi,Small,4.8,Low Fat,Jan
1338,Banana,Fruits,151,2,Indore,Small,4.4,Regular,Dec
1339,Bread,Bakery,723,8,Pune,Medium,4.9,Regular,Sep
1340,Onion,Vegetables,113,7,Mumbai,Medium,3.6,Regular,Jan
1341,Soap,Personal Care,564,6,Lucknow,Medium,4.3,Low Fat,Jul
1342,Soap,Personal Care,592,10,Hyderabad,Small,3.8,Low Fat,Oct
1343,Eggs,Protein,298,8,Pune,Small,4.7,Regular,Feb
1344,Potato,Vegetables,201,4,Lucknow,Large,3.9,Regular,Jul
1345,Bread,Bakery,342,8,Delhi,Large,4.4,Low Fat,Jul
1346,Eggs,Protein,519,1,Chennai,Small,4.3,Regular,Aug
1347,Bread,Bakery,747,7,Hyderabad,Small,4.6,Low Fat,May
1348,Curd,Dairy,419,8,Bangalore,Small,5.0,Regular,Jun
1349,Sugar,Grocery,76,9,Hyderabad,Small,4.6,Low Fat,Nov
1350,Milk,Dairy,189,4,Bhopal,Small,4.6,Regular,Sep
1351,Curd,Dairy,96,5,Delhi,Medium,4.6,Low Fat,Sep
